panel,segment,from,to,row,col,t_enter,t_exit,elevation_m,point_contact,distance_enter_m,distance_exit_m
2,1,O01,S014,789,880,0.8765138114459754,0.8817802500547851,522.5582885742188,False,4750.29841853176,4778.840073743619
2,1,O01,S014,789,881,0.8817802500547851,0.8870466886635948,498.4481201171875,False,4778.840073743619,4807.381728955478
2,1,O01,S014,789,882,0.8870466886635948,0.8923131272724046,481.672607421875,False,4807.381728955478,4835.923384167338
2,1,O01,S014,789,883,0.8923131272724046,0.8975795658812143,470.9631042480469,False,4835.923384167338,4864.465039379196
2,1,O01,S014,789,884,0.8975795658812143,0.9028460044900241,463.095458984375,False,4864.465039379196,4893.006694591056
2,1,O01,S014,789,885,0.9028460044900241,0.9081124430988339,456.0906677246094,False,4893.006694591056,4921.548349802915
2,1,O01,S014,789,886,0.9081124430988339,0.9133788817076436,449.724853515625,False,4921.548349802915,4950.090005014774
2,1,O01,S014,789,887,0.9133788817076436,0.9186453203164533,442.62890625,False,4950.090005014774,4978.631660226632
2,1,O01,S014,789,888,0.9186453203164533,0.923911758925263,434.8148498535156,False,4978.631660226632,5007.173315438492
2,1,O01,S014,789,889,0.923911758925263,0.9291781975340728,426.6019592285156,False,5007.173315438492,5035.7149706503515
2,1,O01,S014,789,890,0.9291781975340728,0.9344446361428825,414.5891418457031,False,5035.7149706503515,5064.25662586221
2,1,O01,S014,789,891,0.9344446361428825,0.9372790270120536,405.7098388671875,False,5064.25662586221,5079.617710065906
2,1,O01,S014,790,891,0.9372790270120536,0.9397110747516922,409.8594055175781,False,5079.617710065906,5092.798281074069
2,1,O01,S014,790,892,0.9397110747516922,0.9449775133605021,403.7811584472656,False,5092.798281074069,5121.339936285929
2,1,O01,S014,790,893,0.9449775133605021,0.9502439519693118,398.1123962402344,False,5121.339936285929,5149.881591497788
2,1,O01,S014,790,894,0.9502439519693118,0.9555103905781215,393.7908935546875,False,5149.881591497788,5178.423246709646
2,1,O01,S014,790,895,0.9555103905781215,0.9607768291869313,388.10516357421875,False,5178.423246709646,5206.964901921506
2,1,O01,S014,790,896,0.9607768291869313,0.966043267795741,382.3006591796875,False,5206.964901921506,5235.506557133365
2,1,O01,S014,790,897,0.966043267795741,0.9713097064045507,375.3077392578125,False,5235.506557133365,5264.048212345224
2,1,O01,S014,790,898,0.9713097064045507,0.9765761450133605,370.9260559082031,False,5264.048212345224,5292.589867557083
2,1,O01,S014,790,899,0.9765761450133605,0.9818425836221703,364.3560485839844,False,5292.589867557083,5321.131522768942
2,1,O01,S014,790,900,0.9818425836221703,0.98710902223098,352.7638244628906,False,5321.131522768942,5349.6731779808015
2,1,O01,S014,790,901,0.98710902223098,0.9923754608397898,341.270263671875,False,5349.6731779808015,5378.214833192661
2,1,O01,S014,790,902,0.9923754608397898,0.9976418994485995,331.1523742675781,False,5378.214833192661,5406.75648840452
2,1,O01,S014,790,903,0.9976418994485995,1.0,320.9825134277344,False,5406.75648840452,5419.5362999417475
3,1,O01,S011,694,675,0.9949796509531168,1.0,178.04286193847656,False,2794.0087380209743,2808.106412371872
3,1,O01,S011,695,675,0.9922911852617536,0.9949796509531168,164.31346130371094,False,2786.4592402736157,2794.0087380209743
3,1,O01,S011,695,676,0.9831157010360702,0.9922911852617536,168.5878448486328,False,2760.693504182857,2786.4592402736157
3,1,O01,S011,696,676,0.9712517511190236,0.9831157010360702,160.13360595703125,False,2727.3782703447396,2760.693504182857
3,1,O01,S011,697,676,0.9658766610771535,0.9712517511190236,160.4806671142578,False,2712.2844455310883,2727.3782703447396
3,1,O01,S011,697,677,0.9593878012019771,0.9658766610771535,159.40325927734375,False,2694.0630365066227,2712.2844455310883
3,1,O01,S011,698,677,0.9475238512849304,0.9593878012019771,161.52557373046875,False,2660.7478026685053,2694.0630365066227
3,1,O01,S011,699,677,0.9394621368925534,0.9475238512849304,161.7221221923828,False,2638.109650788561,2660.7478026685053
3,1,O01,S011,699,678,0.9356599013678839,0.9394621368925534,159.30723571777344,False,2627.432568830388,2638.109650788561
3,1,O01,S011,700,678,0.9237959514508374,0.9356599013678839,161.94187927246094,False,2594.117334992271,2627.432568830388
3,1,O01,S011,701,678,0.9130476127079533,0.9237959514508374,179.12205505371094,False,2563.934856046033,2594.117334992271
3,1,O01,S011,701,679,0.9119320015337907,0.9130476127079533,168.2948455810547,False,2560.8021011541537,2563.934856046033
3,1,O01,S011,702,679,0.9000680516167442,0.9119320015337907,174.9820098876953,False,2527.4868673160363,2560.8021011541537
3,1,O01,S011,703,679,0.8882041016996975,0.9000680516167442,174.9913787841797,False,2494.171633477919,2527.4868673160363
3,1,O01,S011,704,679,0.8866330885233532,0.8882041016996975,185.7355194091797,False,2489.7600613035056,2494.171633477919
3,1,O01,S011,704,680,0.876340151782651,0.8866330885233532,178.11019897460938,False,2460.856399639802,2489.7600613035056
